filename,detect,coord1,coord2,coord3,coord4
AoF00125,2,0.0,0.0,0.0,0.0
AoF00126,2,0.0,0.0,0.0,0.0
AoF00127,2,0.0,0.0,0.0,0.0
AoF00128,2,0.0,0.0,0.0,0.0
AoF00129,2,0.0,0.0,0.0,0.0
AoF00130,2,0.0,0.0,0.0,0.0
AoF00131,2,0.0,0.0,0.0,0.0
AoF00132,2,0.0,0.0,0.0,0.0
AoF00133,2,0.0,0.0,0.0,0.0
AoF00134,2,0.0,0.0,0.0,0.0
AoF00135,2,0.0,0.0,0.0,0.0
AoF00136,2,0.0,0.0,0.0,0.0
AoF00137,2,0.0,0.0,0.0,0.0
AoF00138,2,0.0,0.0,0.0,0.0
AoF00139,2,0.0,0.0,0.0,0.0
AoF00140,2,0.0,0.0,0.0,0.0
AoF00141,2,0.0,0.0,0.0,0.0
AoF00142,2,0.0,0.0,0.0,0.0
AoF00143,2,0.0,0.0,0.0,0.0
AoF00144,2,0.0,0.0,0.0,0.0
AoF00145,2,0.0,0.0,0.0,0.0
AoF00146,2,0.0,0.0,0.0,0.0
AoF00147,2,0.0,0.0,0.0,0.0
AoF00148,2,0.0,0.0,0.0,0.0
AoF00149,2,0.0,0.0,0.0,0.0
AoF00150,2,0.0,0.0,0.0,0.0
AoF00151,2,0.0,0.0,0.0,0.0
AoF00152,2,0.0,0.0,0.0,0.0
AoF00153,2,0.0,0.0,0.0,0.0
AoF00154,2,0.0,0.0,0.0,0.0
AoF00155,2,0.0,0.0,0.0,0.0
AoF00156,2,0.0,0.0,0.0,0.0
AoF00157,2,0.0,0.0,0.0,0.0
AoF00158,2,0.0,0.0,0.0,0.0
AoF00159,2,0.0,0.0,0.0,0.0
AoF00160,2,0.0,0.0,0.0,0.0
AoF00161,2,0.0,0.0,0.0,0.0
AoF00162,2,0.0,0.0,0.0,0.0
AoF00163,2,0.0,0.0,0.0,0.0
AoF00164,2,0.0,0.0,0.0,0.0
AoF00165,2,0.0,0.0,0.0,0.0
AoF00166,2,0.0,0.0,0.0,0.0
AoF00167,2,0.0,0.0,0.0,0.0
AoF00168,2,0.0,0.0,0.0,0.0
AoF00169,2,0.0,0.0,0.0,0.0
AoF00170,2,0.0,0.0,0.0,0.0
AoF00171,2,0.0,0.0,0.0,0.0
AoF00172,2,0.0,0.0,0.0,0.0
AoF00173,2,0.0,0.0,0.0,0.0
AoF00174,2,0.0,0.0,0.0,0.0
AoF00175,2,0.0,0.0,0.0,0.0
AoF00176,2,0.0,0.0,0.0,0.0
AoF00177,2,0.0,0.0,0.0,0.0
AoF00178,2,0.0,0.0,0.0,0.0
AoF00179,2,0.0,0.0,0.0,0.0
AoF00180,2,0.0,0.0,0.0,0.0
AoF00181,2,0.0,0.0,0.0,0.0
AoF00182,2,0.0,0.0,0.0,0.0
AoF00183,2,0.0,0.0,0.0,0.0
AoF00184,2,0.0,0.0,0.0,0.0
AoF00185,2,0.0,0.0,0.0,0.0
AoF00186,2,0.0,0.0,0.0,0.0
AoF00187,2,0.0,0.0,0.0,0.0
AoF00188,2,0.0,0.0,0.0,0.0
AoF00189,2,0.0,0.0,0.0,0.0
AoF00190,2,0.0,0.0,0.0,0.0
AoF00191,2,0.0,0.0,0.0,0.0
AoF00192,2,0.0,0.0,0.0,0.0
AoF00193,2,0.0,0.0,0.0,0.0
AoF00194,2,0.0,0.0,0.0,0.0
AoF00195,2,0.0,0.0,0.0,0.0
AoF00196,2,0.0,0.0,0.0,0.0
AoF00197,2,0.0,0.0,0.0,0.0
AoF00198,2,0.0,0.0,0.0,0.0
AoF00199,2,0.0,0.0,0.0,0.0
AoF00200,2,0.0,0.0,0.0,0.0
AoF00201,2,0.0,0.0,0.0,0.0
AoF00202,2,0.0,0.0,0.0,0.0
AoF00203,2,0.0,0.0,0.0,0.0
AoF00204,2,0.0,0.0,0.0,0.0
AoF00205,2,0.0,0.0,0.0,0.0
AoF00206,2,0.0,0.0,0.0,0.0
AoF00207,2,0.0,0.0,0.0,0.0
AoF00208,2,0.0,0.0,0.0,0.0
AoF00209,2,0.0,0.0,0.0,0.0
AoF00210,2,0.0,0.0,0.0,0.0
AoF00211,2,0.0,0.0,0.0,0.0
AoF00212,2,0.0,0.0,0.0,0.0
AoF00213,2,0.0,0.0,0.0,0.0
AoF00214,2,0.0,0.0,0.0,0.0
AoF00215,2,0.0,0.0,0.0,0.0
AoF00216,2,0.0,0.0,0.0,0.0
AoF00217,2,0.0,0.0,0.0,0.0
AoF00218,2,0.0,0.0,0.0,0.0
AoF00219,2,0.0,0.0,0.0,0.0
AoF00220,2,0.0,0.0,0.0,0.0
AoF00221,2,0.0,0.0,0.0,0.0
AoF00222,2,0.0,0.0,0.0,0.0
AoF00223,2,0.0,0.0,0.0,0.0
AoF00224,2,0.0,0.0,0.0,0.0
AoF00225,2,0.0,0.0,0.0,0.0
AoF00226,2,0.0,0.0,0.0,0.0
AoF00227,2,0.0,0.0,0.0,0.0
AoF00228,2,0.0,0.0,0.0,0.0
AoF00229,2,0.0,0.0,0.0,0.0
AoF00230,2,0.0,0.0,0.0,0.0
AoF00231,2,0.0,0.0,0.0,0.0
AoF00232,2,0.0,0.0,0.0,0.0
AoF00233,2,0.0,0.0,0.0,0.0
AoF00234,2,0.0,0.0,0.0,0.0
AoF00235,2,0.0,0.0,0.0,0.0
AoF00236,2,0.0,0.0,0.0,0.0
AoF00237,2,0.0,0.0,0.0,0.0
AoF00238,2,0.0,0.0,0.0,0.0
AoF00239,2,0.0,0.0,0.0,0.0
AoF00240,2,0.0,0.0,0.0,0.0
AoF00241,2,0.0,0.0,0.0,0.0
AoF00242,2,0.0,0.0,0.0,0.0
AoF00243,2,0.0,0.0,0.0,0.0
AoF00244,2,0.0,0.0,0.0,0.0
AoF00245,2,0.0,0.0,0.0,0.0
AoF00246,2,0.0,0.0,0.0,0.0
AoF00247,2,0.0,0.0,0.0,0.0
AoF00248,2,0.0,0.0,0.0,0.0
AoF00249,2,0.0,0.0,0.0,0.0
AoF00250,2,0.0,0.0,0.0,0.0
AoF00251,2,0.0,0.0,0.0,0.0
AoF00252,2,0.0,0.0,0.0,0.0
AoF00253,2,0.0,0.0,0.0,0.0
AoF00254,2,0.0,0.0,0.0,0.0
AoF00255,2,0.0,0.0,0.0,0.0
AoF00256,2,0.0,0.0,0.0,0.0
AoF00257,2,0.0,0.0,0.0,0.0
AoF00258,2,0.0,0.0,0.0,0.0
AoF00259,2,0.0,0.0,0.0,0.0
AoF00260,2,0.0,0.0,0.0,0.0
AoF00261,2,0.0,0.0,0.0,0.0
AoF00262,2,0.0,0.0,0.0,0.0
AoF00263,2,0.0,0.0,0.0,0.0
AoF00264,2,0.0,0.0,0.0,0.0
AoF00265,2,0.0,0.0,0.0,0.0
AoF00266,2,0.0,0.0,0.0,0.0
AoF00267,2,0.0,0.0,0.0,0.0
AoF00268,2,0.0,0.0,0.0,0.0
AoF00269,2,0.0,0.0,0.0,0.0
AoF00270,2,0.0,0.0,0.0,0.0
AoF00271,2,0.0,0.0,0.0,0.0
AoF00272,2,0.0,0.0,0.0,0.0
AoF00273,2,0.0,0.0,0.0,0.0
AoF00274,2,0.0,0.0,0.0,0.0
AoF00275,2,0.0,0.0,0.0,0.0
AoF00276,2,0.0,0.0,0.0,0.0
AoF00277,2,0.0,0.0,0.0,0.0
AoF00278,2,0.0,0.0,0.0,0.0
AoF00279,2,0.0,0.0,0.0,0.0
AoF00280,2,0.0,0.0,0.0,0.0
AoF00281,2,0.0,0.0,0.0,0.0
AoF00282,2,0.0,0.0,0.0,0.0
AoF00283,2,0.0,0.0,0.0,0.0
AoF00284,2,0.0,0.0,0.0,0.0
AoF00285,2,0.0,0.0,0.0,0.0
AoF00286,2,0.0,0.0,0.0,0.0
AoF00287,2,0.0,0.0,0.0,0.0
AoF00288,2,0.0,0.0,0.0,0.0
AoF00289,2,0.0,0.0,0.0,0.0
AoF00290,2,0.0,0.0,0.0,0.0
AoF00291,2,0.0,0.0,0.0,0.0
AoF00292,2,0.0,0.0,0.0,0.0
AoF00293,2,0.0,0.0,0.0,0.0
AoF00294,2,0.0,0.0,0.0,0.0
AoF00295,2,0.0,0.0,0.0,0.0
AoF00296,2,0.0,0.0,0.0,0.0
AoF00297,2,0.0,0.0,0.0,0.0
AoF00298,2,0.0,0.0,0.0,0.0
AoF00299,2,0.0,0.0,0.0,0.0
AoF00300,2,0.0,0.0,0.0,0.0
AoF00301,2,0.0,0.0,0.0,0.0
AoF00302,2,0.0,0.0,0.0,0.0
AoF00303,2,0.0,0.0,0.0,0.0
AoF00304,2,0.0,0.0,0.0,0.0
AoF00305,2,0.0,0.0,0.0,0.0
AoF00306,2,0.0,0.0,0.0,0.0
AoF00307,2,0.0,0.0,0.0,0.0
AoF00308,2,0.0,0.0,0.0,0.0
AoF00309,2,0.0,0.0,0.0,0.0
AoF00310,2,0.0,0.0,0.0,0.0
AoF00311,2,0.0,0.0,0.0,0.0
AoF00312,2,0.0,0.0,0.0,0.0
AoF00313,2,0.0,0.0,0.0,0.0
AoF00314,2,0.0,0.0,0.0,0.0
AoF00315,2,0.0,0.0,0.0,0.0
AoF00316,2,0.0,0.0,0.0,0.0
AoF00317,2,0.0,0.0,0.0,0.0
AoF00318,2,0.0,0.0,0.0,0.0
AoF00319,2,0.0,0.0,0.0,0.0
AoF00320,2,0.0,0.0,0.0,0.0
AoF00321,2,0.0,0.0,0.0,0.0
AoF00322,2,0.0,0.0,0.0,0.0
AoF00323,2,0.0,0.0,0.0,0.0
AoF00324,2,0.0,0.0,0.0,0.0
AoF00325,2,0.0,0.0,0.0,0.0
AoF00326,2,0.0,0.0,0.0,0.0
AoF00327,2,0.0,0.0,0.0,0.0
AoF00328,2,0.0,0.0,0.0,0.0
AoF00329,2,0.0,0.0,0.0,0.0
AoF00330,2,0.0,0.0,0.0,0.0
AoF00331,2,0.0,0.0,0.0,0.0
AoF00332,2,0.0,0.0,0.0,0.0
AoF00333,2,0.0,0.0,0.0,0.0
AoF00334,2,0.0,0.0,0.0,0.0
AoF00335,2,0.0,0.0,0.0,0.0
AoF00336,2,0.0,0.0,0.0,0.0
AoF00337,2,0.0,0.0,0.0,0.0
AoF00338,2,0.0,0.0,0.0,0.0
AoF00339,2,0.0,0.0,0.0,0.0
AoF00340,2,0.0,0.0,0.0,0.0
AoF00341,2,0.0,0.0,0.0,0.0
AoF00342,2,0.0,0.0,0.0,0.0
AoF00343,2,0.0,0.0,0.0,0.0
AoF00344,2,0.0,0.0,0.0,0.0
AoF00345,2,0.0,0.0,0.0,0.0
AoF00346,2,0.0,0.0,0.0,0.0
AoF00347,2,0.0,0.0,0.0,0.0
AoF00348,2,0.0,0.0,0.0,0.0
AoF00349,2,0.0,0.0,0.0,0.0
AoF00350,2,0.0,0.0,0.0,0.0
AoF00351,2,0.0,0.0,0.0,0.0
AoF00352,2,0.0,0.0,0.0,0.0
AoF00353,2,0.0,0.0,0.0,0.0
AoF00354,2,0.0,0.0,0.0,0.0
AoF00355,2,0.0,0.0,0.0,0.0
AoF00356,2,0.0,0.0,0.0,0.0
AoF00357,2,0.0,0.0,0.0,0.0
AoF00358,2,0.0,0.0,0.0,0.0
AoF00359,2,0.0,0.0,0.0,0.0
AoF00360,2,0.0,0.0,0.0,0.0
AoF00361,2,0.0,0.0,0.0,0.0
AoF00362,2,0.0,0.0,0.0,0.0
AoF00363,2,0.0,0.0,0.0,0.0
AoF00364,2,0.0,0.0,0.0,0.0
AoF00365,2,0.0,0.0,0.0,0.0
AoF00366,2,0.0,0.0,0.0,0.0
AoF00367,2,0.0,0.0,0.0,0.0
AoF00368,2,0.0,0.0,0.0,0.0
AoF00369,2,0.0,0.0,0.0,0.0
AoF00370,2,0.0,0.0,0.0,0.0
AoF00371,2,0.0,0.0,0.0,0.0
AoF00372,2,0.0,0.0,0.0,0.0
AoF00373,2,0.0,0.0,0.0,0.0
AoF00374,2,0.0,0.0,0.0,0.0
AoF00375,2,0.0,0.0,0.0,0.0
AoF00376,2,0.0,0.0,0.0,0.0
AoF00377,2,0.0,0.0,0.0,0.0
AoF00378,2,0.0,0.0,0.0,0.0
AoF00379,2,0.0,0.0,0.0,0.0
AoF00380,2,0.0,0.0,0.0,0.0
AoF00381,2,0.0,0.0,0.0,0.0
AoF00382,2,0.0,0.0,0.0,0.0
AoF00383,2,0.0,0.0,0.0,0.0
AoF00384,2,0.0,0.0,0.0,0.0
AoF00385,2,0.0,0.0,0.0,0.0
AoF00386,2,0.0,0.0,0.0,0.0
AoF00387,2,0.0,0.0,0.0,0.0
AoF00388,2,0.0,0.0,0.0,0.0
AoF00389,2,0.0,0.0,0.0,0.0
AoF00390,2,0.0,0.0,0.0,0.0
AoF00391,2,0.0,0.0,0.0,0.0
AoF00392,2,0.0,0.0,0.0,0.0
AoF00393,2,0.0,0.0,0.0,0.0
AoF00394,2,0.0,0.0,0.0,0.0
AoF00395,2,0.0,0.0,0.0,0.0
AoF00396,2,0.0,0.0,0.0,0.0
AoF00397,2,0.0,0.0,0.0,0.0
AoF00398,2,0.0,0.0,0.0,0.0
AoF00399,2,0.0,0.0,0.0,0.0
AoF00400,2,0.0,0.0,0.0,0.0
AoF00401,2,0.0,0.0,0.0,0.0
AoF00402,2,0.0,0.0,0.0,0.0
AoF00403,2,0.0,0.0,0.0,0.0
AoF00404,2,0.0,0.0,0.0,0.0
AoF00405,2,0.0,0.0,0.0,0.0
AoF00406,2,0.0,0.0,0.0,0.0
AoF00407,2,0.0,0.0,0.0,0.0
AoF00408,2,0.0,0.0,0.0,0.0
AoF00409,2,0.0,0.0,0.0,0.0
AoF00410,2,0.0,0.0,0.0,0.0
AoF00411,2,0.0,0.0,0.0,0.0
AoF00412,2,0.0,0.0,0.0,0.0
AoF00413,2,0.0,0.0,0.0,0.0
AoF00414,2,0.0,0.0,0.0,0.0
AoF00415,2,0.0,0.0,0.0,0.0
AoF00416,2,0.0,0.0,0.0,0.0
AoF00417,2,0.0,0.0,0.0,0.0
AoF00418,2,0.0,0.0,0.0,0.0
AoF00419,2,0.0,0.0,0.0,0.0
AoF00420,2,0.0,0.0,0.0,0.0
AoF00421,2,0.0,0.0,0.0,0.0
AoF00422,2,0.0,0.0,0.0,0.0
AoF00423,2,0.0,0.0,0.0,0.0
AoF00424,2,0.0,0.0,0.0,0.0
AoF00425,2,0.0,0.0,0.0,0.0
AoF00426,2,0.0,0.0,0.0,0.0
AoF00427,2,0.0,0.0,0.0,0.0
AoF00428,2,0.0,0.0,0.0,0.0
AoF00429,2,0.0,0.0,0.0,0.0
AoF00430,2,0.0,0.0,0.0,0.0
AoF00431,2,0.0,0.0,0.0,0.0
AoF00432,2,0.0,0.0,0.0,0.0
AoF00433,2,0.0,0.0,0.0,0.0
AoF00434,2,0.0,0.0,0.0,0.0
AoF00435,2,0.0,0.0,0.0,0.0
AoF00436,2,0.0,0.0,0.0,0.0
AoF00437,2,0.0,0.0,0.0,0.0
AoF00438,2,0.0,0.0,0.0,0.0
AoF00439,2,0.0,0.0,0.0,0.0
AoF00440,2,0.0,0.0,0.0,0.0
AoF00441,2,0.0,0.0,0.0,0.0
AoF00442,2,0.0,0.0,0.0,0.0
AoF00443,2,0.0,0.0,0.0,0.0
AoF00444,2,0.0,0.0,0.0,0.0
AoF00445,2,0.0,0.0,0.0,0.0
AoF00446,2,0.0,0.0,0.0,0.0
AoF00447,2,0.0,0.0,0.0,0.0
AoF00448,2,0.0,0.0,0.0,0.0
AoF00449,2,0.0,0.0,0.0,0.0
AoF00450,2,0.0,0.0,0.0,0.0
AoF00451,2,0.0,0.0,0.0,0.0
AoF00452,2,0.0,0.0,0.0,0.0
AoF00453,2,0.0,0.0,0.0,0.0
AoF00454,2,0.0,0.0,0.0,0.0
AoF00455,2,0.0,0.0,0.0,0.0
AoF00456,2,0.0,0.0,0.0,0.0
AoF00457,2,0.0,0.0,0.0,0.0
AoF00458,2,0.0,0.0,0.0,0.0
AoF00459,2,0.0,0.0,0.0,0.0
AoF00460,2,0.0,0.0,0.0,0.0
AoF00461,2,0.0,0.0,0.0,0.0
AoF00462,2,0.0,0.0,0.0,0.0
AoF00463,2,0.0,0.0,0.0,0.0
AoF00464,2,0.0,0.0,0.0,0.0
AoF00465,2,0.0,0.0,0.0,0.0
AoF00466,2,0.0,0.0,0.0,0.0
AoF00467,2,0.0,0.0,0.0,0.0
AoF00468,2,0.0,0.0,0.0,0.0
AoF00469,2,0.0,0.0,0.0,0.0
AoF00470,2,0.0,0.0,0.0,0.0
AoF00471,2,0.0,0.0,0.0,0.0
AoF00472,2,0.0,0.0,0.0,0.0
AoF00473,2,0.0,0.0,0.0,0.0
AoF00474,2,0.0,0.0,0.0,0.0
AoF00475,2,0.0,0.0,0.0,0.0
AoF00476,2,0.0,0.0,0.0,0.0
AoF00477,2,0.0,0.0,0.0,0.0
AoF00478,2,0.0,0.0,0.0,0.0
AoF00479,2,0.0,0.0,0.0,0.0
AoF00480,2,0.0,0.0,0.0,0.0
AoF00481,2,0.0,0.0,0.0,0.0
AoF00482,2,0.0,0.0,0.0,0.0
AoF00483,2,0.0,0.0,0.0,0.0
AoF00484,2,0.0,0.0,0.0,0.0
AoF00485,2,0.0,0.0,0.0,0.0
AoF00486,2,0.0,0.0,0.0,0.0
AoF00487,2,0.0,0.0,0.0,0.0
AoF00488,2,0.0,0.0,0.0,0.0
AoF00489,2,0.0,0.0,0.0,0.0
AoF00490,2,0.0,0.0,0.0,0.0
AoF00491,2,0.0,0.0,0.0,0.0
AoF00492,2,0.0,0.0,0.0,0.0
AoF00493,2,0.0,0.0,0.0,0.0
AoF00494,2,0.0,0.0,0.0,0.0
AoF00495,2,0.0,0.0,0.0,0.0
AoF00496,2,0.0,0.0,0.0,0.0
AoF00497,2,0.0,0.0,0.0,0.0
AoF00498,2,0.0,0.0,0.0,0.0
AoF00499,2,0.0,0.0,0.0,0.0
AoF00500,2,0.0,0.0,0.0,0.0
AoF00501,2,0.0,0.0,0.0,0.0
AoF00502,2,0.0,0.0,0.0,0.0
AoF00503,2,0.0,0.0,0.0,0.0
AoF00504,2,0.0,0.0,0.0,0.0
AoF00505,2,0.0,0.0,0.0,0.0
AoF00506,2,0.0,0.0,0.0,0.0
AoF00507,2,0.0,0.0,0.0,0.0
AoF00508,2,0.0,0.0,0.0,0.0
AoF00509,2,0.0,0.0,0.0,0.0
AoF00510,2,0.0,0.0,0.0,0.0
AoF00511,2,0.0,0.0,0.0,0.0
AoF00512,2,0.0,0.0,0.0,0.0
AoF00513,2,0.0,0.0,0.0,0.0
AoF00514,2,0.0,0.0,0.0,0.0
AoF00515,2,0.0,0.0,0.0,0.0
AoF00516,2,0.0,0.0,0.0,0.0
AoF00517,2,0.0,0.0,0.0,0.0
AoF00518,2,0.0,0.0,0.0,0.0
AoF00519,2,0.0,0.0,0.0,0.0
AoF00520,2,0.0,0.0,0.0,0.0
AoF00521,2,0.0,0.0,0.0,0.0
AoF00522,2,0.0,0.0,0.0,0.0
AoF00523,2,0.0,0.0,0.0,0.0
AoF00524,2,0.0,0.0,0.0,0.0
AoF00525,2,0.0,0.0,0.0,0.0
AoF00526,2,0.0,0.0,0.0,0.0
AoF00527,2,0.0,0.0,0.0,0.0
AoF00528,2,0.0,0.0,0.0,0.0
AoF00529,2,0.0,0.0,0.0,0.0
AoF00530,2,0.0,0.0,0.0,0.0
AoF00531,2,0.0,0.0,0.0,0.0
AoF00532,2,0.0,0.0,0.0,0.0
AoF00533,2,0.0,0.0,0.0,0.0
AoF00534,2,0.0,0.0,0.0,0.0
AoF00535,2,0.0,0.0,0.0,0.0
AoF00536,2,0.0,0.0,0.0,0.0
AoF00537,2,0.0,0.0,0.0,0.0
AoF00538,2,0.0,0.0,0.0,0.0
AoF00539,2,0.0,0.0,0.0,0.0
AoF00540,2,0.0,0.0,0.0,0.0
AoF00541,2,0.0,0.0,0.0,0.0
AoF00542,2,0.0,0.0,0.0,0.0
AoF00543,2,0.0,0.0,0.0,0.0
AoF00544,2,0.0,0.0,0.0,0.0
AoF00545,2,0.0,0.0,0.0,0.0
AoF00546,2,0.0,0.0,0.0,0.0
AoF00547,2,0.0,0.0,0.0,0.0
AoF00548,2,0.0,0.0,0.0,0.0
AoF00549,2,0.0,0.0,0.0,0.0
AoF00550,2,0.0,0.0,0.0,0.0
AoF00551,2,0.0,0.0,0.0,0.0
AoF00552,2,0.0,0.0,0.0,0.0
AoF00553,2,0.0,0.0,0.0,0.0
AoF00554,2,0.0,0.0,0.0,0.0
AoF00555,2,0.0,0.0,0.0,0.0
AoF00556,2,0.0,0.0,0.0,0.0
AoF00557,2,0.0,0.0,0.0,0.0
AoF00558,2,0.0,0.0,0.0,0.0
AoF00559,2,0.0,0.0,0.0,0.0
AoF00560,2,0.0,0.0,0.0,0.0
AoF00561,2,0.0,0.0,0.0,0.0
AoF00562,2,0.0,0.0,0.0,0.0
AoF00563,2,0.0,0.0,0.0,0.0
AoF00564,2,0.0,0.0,0.0,0.0
AoF00565,2,0.0,0.0,0.0,0.0
AoF00566,2,0.0,0.0,0.0,0.0
AoF00567,2,0.0,0.0,0.0,0.0
AoF00568,2,0.0,0.0,0.0,0.0
AoF00569,2,0.0,0.0,0.0,0.0
AoF00570,2,0.0,0.0,0.0,0.0
AoF00571,2,0.0,0.0,0.0,0.0
AoF00572,2,0.0,0.0,0.0,0.0
AoF00573,2,0.0,0.0,0.0,0.0
AoF00574,2,0.0,0.0,0.0,0.0
AoF00575,2,0.0,0.0,0.0,0.0
AoF00576,2,0.0,0.0,0.0,0.0
AoF00577,2,0.0,0.0,0.0,0.0
AoF00578,2,0.0,0.0,0.0,0.0
